NEW_SALEDATE,NEW_YEAR,MONTH,MAKE,MODEL,MAX_SELLING_PRICE,MIN_SELLING_PRICE,AVG_SELLING_PRICE,AVG_MILEAGE,MAX_MILEAGE,MIN_MILEAGE,TOTAL_SALES,TOTAL_REVENUE,PRICE_BUCKET,MILEAGE_CATEGORY
2015-02-24T10:00:00Z,2015,Feb,Daewoo,Nubira,600,300,450.000000,70104.500000,71103,69106,2,900,BUDGET,High Mileage
2015-01-14T05:30:00Z,2015,Jan,vw,jetta,13400,1900,7038.888889,102239.333333,180966,60834,9,63350,BUDGET,High Mileage
2015-01-15T03:00:00Z,2015,Jan,dodge,magnum,7200,800,2996.000000,135436.320000,283271,64257,25,74900,BUDGET,High Mileage
2015-01-14T01:50:00Z,2015,Jan,ford,freestyle,3000,550,1416.666667,124197.000000,150853,104902,3,4250,BUDGET,High Mileage
2015-01-15T02:00:00Z,2015,Jan,toyota,matrix,7300,3200,5260.000000,107675.600000,143451,73321,5,26300,BUDGET,High Mileage
2015-06-11T05:30:00Z,2015,Jun,Chevrolet,S-10 Blazer,900,400,600.000000,112944.666667,133201,93369,3,1800,BUDGET,High Mileage
2015-03-03T01:30:00Z,2015,Mar,GMC,Sierra 1500 Hybrid,18200,16000,17100.000000,90118.500000,91415,88822,2,34200,BUDGET,High Mileage
2014-12-23T10:00:00Z,2014,Dec,volkswagen,jetta,8600,2600,6033.333333,137322.666667,194941,69339,3,18100,BUDGET,High Mileage
2015-01-05T01:30:00Z,2015,Jan,toyota,yaris,5800,2200,4100.000000,135347.250000,219760,62425,4,16400,BUDGET,High Mileage
2015-02-18T04:15:00Z,2015,Feb,Mercedes-Benz,ML55 AMG,3100,3100,3100.000000,151070.000000,151070,151070,1,3100,BUDGET,High Mileage
2015-01-13T13:01:00Z,2015,Jan,chevrolet,venture,1600,300,635.000000,162965.142857,243363,72213,15,9525,BUDGET,High Mileage
2014-12-18T13:10:00Z,2014,Dec,chevrolet,cavalier,300,300,300.000000,115533.000000,115533,115533,1,300,BUDGET,High Mileage
2015-01-07T09:05:00Z,2015,Jan,chrysler,twn&country,1400,325,682.142857,141070.714286,180675,96210,7,4775,BUDGET,High Mileage
2015-01-14T01:05:00Z,2015,Jan,ford truck,explorer,400,350,375.000000,204473.500000,235685,173262,2,750,BUDGET,High Mileage
2015-03-05T03:50:00Z,2015,Mar,Suzuki,Sidekick,1000,1000,1000.000000,187012.000000,187012,187012,1,1000,BUDGET,High Mileage
2015-05-21T05:30:00Z,2015,May,Lotus,Exige,40800,40800,40800.000000,16932.000000,16932,16932,1,40800,BUDGET,Low Mileage
2015-01-15T03:00:00Z,2015,Jan,gmc,subrbn,600,600,600.000000,214992.000000,214992,214992,1,600,BUDGET,High Mileage
2015-07-08T06:40:00Z,2015,Jul,lincoln,town,9200,1800,5009.090909,119962.181818,241995,52288,11,55100,BUDGET,High Mileage
2014-12-19T11:45:00Z,2014,Dec,mercedes-b,sl55,18500,18500,18500.000000,80396.000000,80396,80396,1,18500,BUDGET,High Mileage
2014-12-17T10:00:00Z,2014,Dec,chev truck,s10,2000,2000,2000.000000,136490.000000,136490,136490,1,2000,BUDGET,High Mileage
2015-01-06T18:00:00Z,2015,Jan,buick,century,800,400,600.000000,147993.000000,159959,136027,2,1200,BUDGET,High Mileage
2015-06-16T02:30:00Z,2015,Jun,Acura,TLX,26200,26200,26200.000000,8050.000000,8050,8050,1,26200,BUDGET,Low Mileage
2015-03-04T03:30:00Z,2015,Mar,Mercedes-Benz,420-Class,1400,1400,1400.000000,166788.000000,166788,166788,1,1400,BUDGET,High Mileage
2015-01-13T10:00:00Z,2015,Jan,toyota,camry,9500,275,3193.750000,171468.000000,267351,77718,4,12775,BUDGET,High Mileage
2015-01-13T03:00:00Z,2015,Jan,mercury,mountaineer,900,350,612.500000,145385.250000,166909,127505,4,2450,BUDGET,High Mileage
2015-01-06T18:00:00Z,2015,Jan,gmc truck,sr,21425,3100,11025.000000,127148.600000,188184,53142,5,55125,BUDGET,High Mileage
2015-01-06T02:00:00Z,2015,Jan,hyundai,elantra,5800,2300,4400.000000,88315.666667,97848,75771,3,13200,BUDGET,High Mileage
2014-12-18T18:30:00Z,2014,Dec,bmw,320i,2100,2100,2100.000000,212523.000000,212523,212523,1,2100,BUDGET,High Mileage
2014-12-31T00:00:00Z,2014,Dec,gmc,sonoma,1000,700,850.000000,192724.500000,227852,157597,2,1700,BUDGET,High Mileage
2014-12-30T10:00:00Z,2014,Dec,bmw,x3,5300,5300,5300.000000,149681.000000,149681,149681,1,5300,BUDGET,High Mileage
2015-01-07T12:05:00Z,2015,Jan,jeep,cherokee,700,700,700.000000,242182.000000,242182,242182,1,700,BUDGET,High Mileage
2015-01-13T10:00:00Z,2015,Jan,chevrolet,aveo,5000,5000,5000.000000,33236.000000,33236,33236,1,5000,BUDGET,Medium Mileage
2014-12-30T10:00:00Z,2014,Dec,nissan,x-trail,4250,1800,3025.000000,173706.000000,214590,132822,2,6050,BUDGET,High Mileage
2015-01-14T01:30:00Z,2015,Jan,bmw,750lxi,33000,28000,30375.000000,55803.000000,62266,50465,4,121500,BUDGET,High Mileage
2015-03-04T04:30:00Z,2015,Mar,BMW,8 Series,6750,6750,6750.000000,106148.000000,106148,106148,1,6750,BUDGET,High Mileage
2014-12-30T10:00:00Z,2014,Dec,bmw,323i,10400,10400,10400.000000,94729.000000,94729,94729,1,10400,BUDGET,High Mileage
2015-01-08T11:30:00Z,2015,Jan,volkswagen,beetle,13500,6000,9800.000000,36952.666667,81327,10783,3,29400,BUDGET,High Mileage
2015-06-25T09:30:00Z,2015,Jun,Mitsubishi,Eclipse,12600,225,4043.527919,105275.822335,257042,1,394,1593150,BUDGET,High Mileage
2015-06-19T03:00:00Z,2015,Jun,Mazda,Protege,3300,200,1018.750000,149514.103448,999999,1,116,118175,BUDGET,High Mileage
2015-06-18T09:20:00Z,2015,Jun,Mitsubishi,Montero Sport,4500,250,1319.569536,164206.609272,296355,1,151,199255,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Ford,Fiesta,31700,900,9254.115789,34730.678602,153099,1,2375,21978525,BUDGET,High Mileage
2015-07-14T06:30:00Z,2015,Jul,Ford,F-150,65000,200,18832.085020,72895.055348,999999,1,14479,272669759,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,jeep,wrangler,20200,600,7690.983607,113456.786885,310107,28831,61,469150,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,Honda,Accord,27750,200,9657.913334,84745.666630,375455,1,9127,88147775,BUDGET,High Mileage
2015-07-09T06:20:00Z,2015,Jul,Kia,Sorento,31500,300,14643.257923,50305.109448,251337,1,3408,49904223,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Kia,Optima,27500,200,13400.984731,37757.919098,999999,1,4388,58803521,BUDGET,High Mileage
2015-07-07T08:00:00Z,2015,Jul,Kia,Soul,19000,1800,11353.814734,35157.995261,213336,1,2743,31132160,BUDGET,High Mileage
2015-07-10T06:00:00Z,2015,Jul,Nissan,Sentra,24400,200,8730.947118,53568.294053,327237,1,5465,47714626,BUDGET,High Mileage
2015-06-17T05:30:00Z,2015,Jun,Infiniti,QX4,6400,300,2276.351351,159608.342466,267374,1,74,168450,BUDGET,High Mileage
2015-07-09T08:00:00Z,2015,Jul,Ford,Fusion Hybrid,36500,2750,16406.926791,41605.780374,204835,2734,642,10533247,BUDGET,High Mileage
2015-07-07T08:45:00Z,2015,Jul,Hyundai,Tucson,25600,600,11987.686140,62206.753723,235415,26,873,10465250,BUDGET,High Mileage
2015-07-09T09:00:00Z,2015,Jul,Chrysler,200,41000,500,11139.046207,38092.944156,137531,1,4048,45079720,BUDGET,High Mileage
2015-07-08T07:00:00Z,2015,Jul,Dodge,Avenger,36750,300,9055.395355,54054.051237,236921,1,3962,35868421,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,Dodge,Charger,40000,500,13061.353239,64811.289491,999999,1,4539,59272421,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Dodge,Journey,35600,600,12531.807742,53627.764194,999999,1,3100,38848604,BUDGET,High Mileage
2015-06-23T02:15:00Z,2015,Jun,GMC,Terrain,31100,6000,17450.616197,46884.209507,180158,1,1136,19823900,BUDGET,High Mileage
2015-07-07T09:00:00Z,2015,Jul,Toyota,Avalon,32500,275,10335.715405,104010.582245,357751,1,1149,11875737,BUDGET,High Mileage
2015-06-19T05:45:00Z,2015,Jun,Cadillac,ATS,32000,14200,20519.422886,29768.412935,86228,136,201,4124404,BUDGET,High Mileage
2015-07-09T17:15:00Z,2015,Jul,Mazda,Mazda6,24750,250,9401.527778,70829.769841,326108,1,1512,14215110,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Chevrolet,Express,27800,900,17237.720137,60322.672355,471114,4488,293,5050652,BUDGET,High Mileage
2015-07-09T06:00:00Z,2015,Jul,Audi,A6,53500,150,17511.281588,77396.909639,242825,1,831,14551875,BUDGET,High Mileage
2015-06-17T05:00:00Z,2015,Jun,Ford,Taurus X,11500,1000,4625.280899,117742.247191,195651,59786,89,411650,BUDGET,High Mileage
2015-06-19T04:45:00Z,2015,Jun,Infiniti,EX35,22600,6900,12935.714286,85135.015873,204628,19743,63,814950,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Lexus,RX 400h,21600,4500,12260.975610,106415.000000,208488,38152,164,2010800,BUDGET,High Mileage
2015-07-09T09:00:00Z,2015,Jul,Volkswagen,New Beetle,13100,300,3605.193992,96783.112641,278997,1,799,2880550,BUDGET,High Mileage
2015-07-02T07:00:00Z,2015,Jul,FIAT,500L,22500,2900,12627.540984,17068.557377,60186,257,305,3851400,BUDGET,High Mileage
2015-06-18T08:30:00Z,2015,Jun,Cadillac,Seville,5200,150,1345.253165,117661.177215,255368,1,158,212550,BUDGET,High Mileage
2015-07-07T06:15:00Z,2015,Jul,Mercedes-Benz,R-Class,31000,2400,10577.560241,96102.659639,187180,14954,332,3511750,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Chrysler,300M,6300,200,1245.297030,144584.306931,282328,61600,101,125775,BUDGET,High Mileage
2015-06-19T04:00:00Z,2015,Jun,Lexus,ES 330,12500,1750,6286.407767,128034.961165,268944,20593,309,1942500,BUDGET,High Mileage
2015-06-12T02:35:00Z,2015,Jun,Scion,xA,5300,900,2881.034483,137709.482759,256700,69014,29,83550,BUDGET,High Mileage
2015-06-18T03:00:00Z,2015,Jun,Nissan,NV Cargo,23000,16300,20937.068966,20940.568966,53895,837,58,1214350,BUDGET,Medium Mileage
2015-06-19T02:00:00Z,2015,Jun,Audi,TT,33500,1200,8887.890625,89406.062500,225213,1,128,1137650,BUDGET,High Mileage
2015-06-18T05:15:00Z,2015,Jun,Pontiac,Vibe,10600,450,4131.910569,122002.280488,275041,1,246,1016450,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volvo,XC70,34000,600,14113.905325,82813.928571,201380,1,169,2385250,BUDGET,High Mileage
2015-06-16T03:00:00Z,2015,Jun,Mercury,Monterey,5750,300,2091.666667,115058.125000,207003,1,48,100400,BUDGET,High Mileage
2015-07-07T06:15:00Z,2015,Jul,Chevrolet,Spark,30000,1200,8024.925466,28127.288820,74271,38,322,2584026,BUDGET,High Mileage
2015-06-16T06:00:00Z,2015,Jun,Lexus,HS 250h,23250,10800,16585.416667,51119.791667,105844,10799,72,1194150,BUDGET,High Mileage
2015-06-17T02:30:00Z,2015,Jun,Ford,Econoline Wagon,18500,350,7322.962963,127988.733333,456004,21341,135,988600,BUDGET,High Mileage
2015-06-17T03:30:00Z,2015,Jun,Ford,Fusion Energi,34000,10000,20842.156863,16214.274510,34701,2273,51,1062950,BUDGET,Medium Mileage
2015-06-30T11:00:00Z,2015,Jun,BMW,,95000,53000,71238.372093,5800.348837,34106,207,86,6126500,BUDGET,Medium Mileage
2015-07-02T09:00:00Z,2015,Jul,MINI,Cooper Paceman,34750,14500,20352.777778,9334.211111,28890,1009,90,1831750,BUDGET,Medium Mileage
2015-07-10T06:00:00Z,2015,Jul,Toyota,Corolla,68900,150,9217.030324,65292.631629,959276,1,7354,67782041,BUDGET,High Mileage
2015-06-18T04:00:00Z,2015,Jun,BMW,M6,108000,10800,55395.180723,32017.734940,125032,983,83,4597800,MID_RANGE,High Mileage
2015-07-09T06:20:00Z,2015,Jul,Toyota,RAV4,37750,700,14496.302898,55834.192272,312514,1,3209,46518636,BUDGET,High Mileage
2015-07-02T07:00:00Z,2015,Jul,Porsche,Boxster,62500,1800,22102.131915,53163.459574,194512,1449,235,5194001,BUDGET,High Mileage
2015-06-30T09:00:00Z,2015,Jun,FIAT,500,15800,2000,9109.653501,29954.662478,85802,23,557,5074077,BUDGET,High Mileage
2015-07-07T06:30:00Z,2015,Jul,Buick,LaCrosse,31700,275,12651.943603,63535.514310,346111,1,1188,15030509,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volkswagen,CC,30000,1900,13466.260401,49708.741140,166470,598,649,8739603,BUDGET,High Mileage
2015-07-01T07:00:00Z,2015,Jul,Infiniti,G35,16750,600,6808.786798,117574.599107,273398,1,1121,7632650,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Mercury,Mountaineer,18300,250,4157.261905,125345.311905,395827,1,420,1746050,BUDGET,High Mileage
2015-06-19T02:35:00Z,2015,Jun,Dodge,Neon,7600,250,1472.967480,122896.934959,260591,1,246,362350,BUDGET,High Mileage
2015-06-17T05:00:00Z,2015,Jun,Kia,Amanti,8400,400,3094.554455,113157.178218,999999,1,101,312550,BUDGET,High Mileage
2015-07-07T07:30:00Z,2015,Jul,HUMMER,H2,50000,7300,18572.368421,102421.092105,249149,11501,304,5646000,BUDGET,High Mileage
2015-06-16T12:05:00Z,2015,Jun,Chevrolet,Astro,5500,350,2130.357143,140688.880952,296401,1,42,89475,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,ford,escape,5500,700,2553.125000,141170.125000,232553,55903,32,81700,BUDGET,High Mileage
2015-06-18T11:30:00Z,2015,Jun,Chevrolet,Cavalier,7200,150,969.401042,133182.838120,307595,1,384,372250,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volvo,V50,14600,1100,6314.705882,101760.823529,179500,37556,51,322050,BUDGET,High Mileage
2015-01-15T02:00:00Z,2015,Jan,dodge,durango,9700,400,2650.000000,145687.217391,294829,1,23,60950,BUDGET,High Mileage
2015-07-03T06:00:00Z,2015,Jul,Volkswagen,Routan,20600,3000,9787.500000,70724.767241,189211,10963,232,2270700,BUDGET,High Mileage
2015-06-19T05:00:00Z,2015,Jun,Pontiac,G3,6300,1500,4444.444444,78289.833333,132407,39267,18,80000,BUDGET,High Mileage
2015-06-19T03:00:00Z,2015,Jun,Ram,3500,54000,10000,34569.960474,60911.189723,436372,574,253,8746200,BUDGET,High Mileage
2015-01-14T02:20:00Z,2015,Jan,mercedes,c230wz,13250,2900,6709.090909,110382.909091,188503,23049,44,295200,BUDGET,High Mileage
2015-07-02T06:20:00Z,2015,Jul,Scion,xB,16750,800,7692.361111,84201.057540,280454,1,504,3876950,BUDGET,High Mileage
2015-06-19T05:00:00Z,2015,Jun,Buick,Verano,19800,4200,13118.981675,31899.445026,100495,18,382,5011451,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Lincoln,Zephyr,9300,1600,4609.473684,110048.684211,245950,46063,95,437900,BUDGET,High Mileage
2015-06-16T06:10:00Z,2015,Jun,Mazda,MPV,5300,225,1659.395973,139604.322148,289530,66830,149,247250,BUDGET,High Mileage
2015-06-18T03:00:00Z,2015,Jun,Honda,CR-Z,17000,4100,10238.425926,41007.148148,186057,213,108,1105750,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Chevrolet,Black Diamond Avalanche,44500,22900,34447.619048,35604.595238,99875,9684,42,1446800,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Bentley,Continental GTC,163000,57000,89380.303030,31758.878788,88846,2968,33,2949550,MID_RANGE,High Mileage
2015-06-16T10:30:00Z,2015,Jun,Isuzu,Trooper,2400,300,995.312500,153073.125000,262094,98020,32,31850,BUDGET,High Mileage
2015-05-21T03:00:00Z,2015,May,GMC,Yukon Denali,5000,1000,2200.000000,167851.888889,208879,112390,9,19800,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,GMC,Yukon Hybrid,33500,9250,17222.058824,102843.264706,165720,40768,34,585550,BUDGET,High Mileage
2015-03-03T01:30:00Z,2015,Mar,Saturn,Aura Hybrid,5500,2200,3980.000000,98749.200000,177376,53570,5,19900,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Volkswagen,Cabrio,3500,300,1291.666667,114247.733333,219623,37563,30,38750,BUDGET,High Mileage
2015-06-19T05:00:00Z,2015,Jun,Saab,9-2X,5500,2000,4010.000000,116081.200000,230624,38275,10,40100,BUDGET,High Mileage
2015-06-17T03:00:00Z,2015,Jun,Buick,Park Avenue,6900,200,1609.051724,134430.948276,296866,1,116,186650,BUDGET,High Mileage
2015-06-19T08:00:00Z,2015,Jun,Chrysler,Concorde,4700,200,1011.363636,130370.515152,263830,1,66,66750,BUDGET,High Mileage
2015-06-19T04:55:00Z,2015,Jun,Subaru,Tribeca,31400,3700,15511.805556,73966.819444,201569,5184,72,1116850,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Aston Martin,V8 Vantage,61000,38300,50929.411765,25607.588235,89887,3835,17,865800,BUDGET,High Mileage
2015-06-17T03:00:00Z,2015,Jun,Mazda,626,2900,225,839.705882,159970.019608,372902,1,102,85650,BUDGET,High Mileage
2015-01-13T13:00:00Z,2015,Jan,chevrolet,1500,14500,300,3382.954545,170123.022727,334113,73613,44,148850,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,ford,e,14200,11300,12800.000000,85316.000000,107025,67916,4,51200,BUDGET,High Mileage
2015-01-14T04:00:00Z,2015,Jan,landrover,lr3,13000,5100,8585.000000,101553.200000,131663,79069,10,85850,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,honda,ridgelin,13000,4950,8563.333333,138677.066667,209195,82435,15,128450,BUDGET,High Mileage
2015-01-15T02:30:00Z,2015,Jan,ford,police,4400,300,1703.125000,135493.437500,286461,56653,16,27250,BUDGET,High Mileage
2015-06-17T03:40:00Z,2015,Jun,Cadillac,XLR,38000,600,18876.923077,62278.807692,131356,1,26,490800,BUDGET,High Mileage
2015-05-26T10:30:00Z,2015,May,Mercedes-Benz,500-Class,6100,1000,2685.714286,103847.571429,175568,48170,7,18800,BUDGET,High Mileage
2015-01-13T12:00:00Z,2015,Jan,jeep,patriot,18600,6100,15809.090909,25134.818182,100249,9548,11,173900,BUDGET,High Mileage
2015-06-18T06:00:00Z,2015,Jun,Chevrolet,C/K 3500 Series,5400,1900,3500.000000,106300.750000,197774,11185,4,14000,BUDGET,High Mileage
2015-01-14T08:31:00Z,2015,Jan,chevrolet,impala,7400,650,3841.176471,120884.352941,244525,54628,34,130600,BUDGET,High Mileage
2015-06-09T02:30:00Z,2015,Jun,GMC,Sierra 3500,23250,4900,16545.000000,137967.600000,213231,76878,10,165450,BUDGET,High Mileage
2015-06-03T02:30:00Z,2015,Jun,Chevrolet,Silverado 3500 Classic,20500,10000,15166.666667,193243.000000,273270,103086,3,45500,BUDGET,High Mileage
2015-01-14T02:00:00Z,2015,Jan,pontiac,g5,5500,2200,3980.000000,83054.800000,124748,53185,5,19900,BUDGET,High Mileage
2015-02-03T05:00:00Z,2015,Feb,Buick,Roadmaster,5600,250,2116.666667,78077.666667,116057,27096,3,6350,BUDGET,High Mileage
2015-06-03T05:30:00Z,2015,Jun,Volvo,940,700,700,700.000000,175981.500000,177433,174530,2,1400,BUDGET,High Mileage
2015-02-26T04:00:00Z,2015,Feb,Bentley,Continental GTC Speed,111000,111000,111000.000000,38620.000000,38620,38620,1,111000,MID_RANGE,Medium Mileage
2014-12-29T09:30:00Z,2014,Dec,ford,350,4900,4900,4900.000000,183293.000000,183293,183293,1,4900,BUDGET,High Mileage
2015-01-14T01:30:00Z,2015,Jan,dodge,b1500,4100,850,2250.000000,120992.000000,217739,68639,6,13500,BUDGET,High Mileage
2014-12-31T10:30:00Z,2014,Dec,chrysler,twn/cntry,425,400,412.500000,150917.500000,186621,115214,2,825,BUDGET,High Mileage
2015-01-20T10:00:00Z,2015,Jan,Chevrolet,Corsica,350,350,350.000000,170349.000000,170349,170349,1,350,BUDGET,High Mileage
2015-01-21T06:30:00Z,2015,Jan,Mercedes-Benz,400-Class,2350,2350,2350.000000,225623.000000,225623,225623,1,2350,BUDGET,High Mileage
2015-01-07T01:30:00Z,2015,Jan,kia,sportage,2900,2900,2900.000000,105246.000000,105246,105246,1,2900,BUDGET,High Mileage
2015-02-19T04:00:00Z,2015,Feb,Chevrolet,C/K 2500 Series,1900,1800,1850.000000,166009.000000,200115,131903,2,3700,BUDGET,High Mileage
2015-03-06T01:00:00Z,2015,Mar,Oldsmobile,Achieva,500,500,500.000000,168961.000000,168961,168961,1,500,BUDGET,High Mileage
2014-12-18T10:00:00Z,2014,Dec,mazda tk,cx-7,6500,6500,6500.000000,103395.000000,103395,103395,1,6500,BUDGET,High Mileage
2014-12-18T10:15:00Z,2014,Dec,chevrolet,suburban,2400,400,1400.000000,121374.500000,140278,102471,2,2800,BUDGET,High Mileage
2014-12-18T11:00:00Z,2014,Dec,Chrysler,Le Baron,1200,1200,1200.000000,89946.000000,89946,89946,1,1200,BUDGET,High Mileage
2015-01-14T05:30:00Z,2015,Jan,chevrolet,comm,9600,9600,9600.000000,119366.000000,119366,119366,1,9600,BUDGET,High Mileage
2015-05-27T03:00:00Z,2015,May,Jeep,Grand Cherokee SRT,61000,61000,61000.000000,6846.000000,6846,6846,1,61000,BUDGET,Low Mileage
2014-12-17T12:00:00Z,2014,Dec,mercedes,420sel,1400,1400,1400.000000,72250.000000,72250,72250,1,1400,BUDGET,High Mileage
2015-01-14T02:30:00Z,2015,Jan,chevrolet,colorado,9300,2400,6255.555556,111441.444444,182405,36327,9,56300,BUDGET,High Mileage
2015-01-07T08:31:00Z,2015,Jan,dodge,dakota,4200,750,1850.000000,145058.000000,182362,77314,7,12950,BUDGET,High Mileage
2014-12-23T10:00:00Z,2014,Dec,mercury,cougar,550,550,550.000000,96275.000000,96275,96275,1,550,BUDGET,High Mileage
2015-07-08T09:30:00Z,2015,Jul,Mercedes-Benz,C-Class,57900,225,17635.525662,53134.366012,999999,1,5397,95178932,BUDGET,High Mileage
2015-07-08T07:00:00Z,2015,Jul,Nissan,Xterra,34900,200,8778.212919,101964.575758,291498,1,1254,11007879,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Toyota,Highlander,39500,900,15424.766129,93642.301971,621388,1,2232,34428078,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Hyundai,Sonata,27000,100,10853.280961,52583.355511,999999,1,6914,75017878,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Mercedes-Benz,M-Class,76800,300,20064.268868,76734.969061,324717,1,1908,38282625,BUDGET,High Mileage
2015-06-18T11:30:00Z,2015,Jun,Pontiac,Grand Prix,8900,200,2529.341603,135822.130725,999999,1,1048,2650750,BUDGET,High Mileage
2015-06-18T09:00:00Z,2015,Jun,Mercury,Sable,9100,150,1746.606335,122271.072398,284839,1,221,386000,BUDGET,High Mileage
2015-06-17T05:30:00Z,2015,Jun,Acura,RL,23750,300,5816.898148,139037.787037,451641,1,108,628225,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Nissan,Rogue Select,22400,3300,15273.684211,9665.120301,32700,11,133,2031400,BUDGET,Medium Mileage
2015-07-08T07:30:00Z,2015,Jul,Chevrolet,Suburban,59900,275,19758.254061,104905.318201,458184,1,2401,47439568,BUDGET,High Mileage
2015-06-17T07:00:00Z,2015,Jun,Chevrolet,Venture,5100,225,1060.167598,152789.089385,281056,1,179,189770,BUDGET,High Mileage
2015-07-09T07:45:00Z,2015,Jul,Jeep,Patriot,47000,1100,11154.039977,52075.452140,268868,1,1776,19809575,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Nissan,Pathfinder,36800,200,14058.812732,79454.936803,357518,1,2152,30254565,BUDGET,High Mileage
2015-06-19T02:25:00Z,2015,Jun,Porsche,Cayman,63750,11700,33660.606061,42962.045455,120342,174,66,2221600,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Volkswagen,Jetta,31200,200,7861.149808,71067.809392,999999,1,4686,36837348,BUDGET,High Mileage
2015-07-08T09:30:00Z,2015,Jul,Volkswagen,Passat,25000,200,9573.183348,64738.776976,262821,1,3327,31849981,BUDGET,High Mileage
2015-07-08T09:30:00Z,2015,Jul,Chevrolet,Corvette,88250,2400,27869.198502,44534.294007,186688,1,534,14882152,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Dodge,Ram Pickup 1500,29200,300,9631.982990,110302.491943,335841,1,2234,21517850,BUDGET,High Mileage
2015-06-18T03:00:00Z,2015,Jun,Scion,xD,17100,2700,9256.395349,49489.430233,208893,13,172,1592100,BUDGET,High Mileage
2015-07-01T07:20:00Z,2015,Jul,Audi,Q5,44250,11200,27057.749077,45180.405904,165704,1669,542,14665300,BUDGET,High Mileage
2015-07-10T06:00:00Z,2015,Jul,Dodge,Grand Caravan,43500,200,11412.421987,66102.175796,999999,1,7941,90626043,BUDGET,High Mileage
2015-07-02T08:00:00Z,2015,Jul,Volkswagen,GTI,25200,600,10442.788462,71592.692308,227818,1,416,4344200,BUDGET,High Mileage
2015-07-03T06:00:00Z,2015,Jul,Audi,A3,32800,2100,15380.115830,58614.223938,228159,31,259,3983450,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,Lexus,RX 350,45600,7400,26741.796218,43797.663445,317385,215,2380,63645475,BUDGET,High Mileage
2015-06-18T03:00:00Z,2015,Jun,Hyundai,Equus,55000,17000,33029.545455,24824.606061,83174,23,132,4359900,BUDGET,High Mileage
2015-06-30T14:30:00Z,2015,Jun,Pontiac,G6,12900,375,4501.779953,106108.969751,270358,1,1686,7590001,BUDGET,High Mileage
2015-07-02T09:30:00Z,2015,Jul,BMW,6 Series,81000,1500,33414.681953,55070.210059,999999,1,676,22588325,BUDGET,High Mileage
2015-06-30T06:30:00Z,2015,Jun,Lexus,GX 470,28750,14000,19695.238095,97577.266667,230849,1,105,2068000,BUDGET,High Mileage
2015-07-08T07:15:00Z,2015,Jul,Mercury,Mariner,18200,700,6632.692308,101017.630225,287294,5167,312,2069400,BUDGET,High Mileage
2015-06-18T02:30:00Z,2015,Jun,Chevrolet,Malibu Maxx,6600,350,2655.232558,126159.255814,244178,29086,172,456700,BUDGET,High Mileage
2015-07-07T07:30:00Z,2015,Jul,BMW,7 Series,73000,200,17810.660219,87803.041281,291694,1,1189,21176875,BUDGET,High Mileage
2015-06-18T02:35:00Z,2015,Jun,Acura,CL,8000,300,1900.000000,159363.680412,392026,39857,97,184300,BUDGET,High Mileage
2015-06-30T06:30:00Z,2015,Jun,Buick,Rendezvous,9300,100,2778.222997,134385.655052,999999,1,287,797350,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Ram,Promaster Cargo Van,27600,17000,22840.677966,17665.779661,54825,30,59,1347600,BUDGET,Medium Mileage
2015-07-07T07:00:00Z,2015,Jul,Dodge,Dart,26900,800,11653.748054,26053.361868,92968,1,1028,11980053,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Land Rover,Range Rover,135000,200,39298.750000,64497.851010,211382,1,396,15562305,MID_RANGE,High Mileage
