NEW_SALEDATE,NEW_YEAR,MONTH,MAKE,MODEL,MAX_SELLING_PRICE,MIN_SELLING_PRICE,AVG_SELLING_PRICE,AVG_MILEAGE,MAX_MILEAGE,MIN_MILEAGE,TOTAL_SALES,TOTAL_REVENUE,PRICE_BUCKET,MILEAGE_CATEGORY
2015-06-18T06:00:00Z,2015,Jun,Ford,Crown Victoria,13800,300,3831.607143,108016.907143,275115,1,140,536425,BUDGET,High Mileage
2015-06-19T04:45:00Z,2015,Jun,Kia,Rondo,9000,225,3596.472393,104217.779141,225423,1,163,586225,BUDGET,High Mileage
2015-06-17T02:05:00Z,2015,Jun,Chevrolet,Malibu Classic,6000,600,3000.000000,124209.931818,214128,61405,44,132000,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Infiniti,FX35,26600,2100,11240.461538,110037.683077,249371,1,325,3653150,BUDGET,High Mileage
2015-06-16T02:30:00Z,2015,Jun,Infiniti,Q45,8700,200,3134.090909,142052.227273,298260,72740,44,137900,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Chevrolet,Silverado 2500,15400,1000,6220.000000,149290.680000,236565,1,25,155500,BUDGET,High Mileage
2015-06-19T08:00:00Z,2015,Jun,Volvo,C70,28400,275,12423.513333,68563.366667,208840,4046,150,1863527,BUDGET,High Mileage
2015-07-08T07:00:00Z,2015,Jul,Acura,RSX,14700,700,4492.715232,129568.417219,219581,1,151,678400,BUDGET,High Mileage
2015-07-07T06:15:00Z,2015,Jul,Mitsubishi,Lancer Evolution,34400,6800,23192.647059,45255.735294,206728,5009,136,3154200,BUDGET,High Mileage
2015-06-09T02:30:00Z,2015,Jun,Mazda,Mazdaspeed 3,18000,6100,14583.333333,46785.238095,110156,17811,21,306250,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Subaru,BRZ,24400,15300,19686.904762,14965.761905,48020,2017,42,826850,BUDGET,Medium Mileage
2015-03-06T01:25:00Z,2015,Mar,Toyota,Tercel,1100,150,555.000000,166171.500000,265426,43081,20,11100,BUDGET,High Mileage
2015-06-11T07:00:00Z,2015,Jun,Volvo,XC,4100,600,2078.000000,143321.120000,229808,75744,25,51950,BUDGET,High Mileage
2015-06-05T02:00:00Z,2015,Jun,Lexus,GS 460,23000,14400,18233.333333,84614.666667,116013,33190,6,109400,BUDGET,High Mileage
2015-06-16T05:30:00Z,2015,Jun,Toyota,MR2 Spyder,6200,1000,3537.500000,122094.437500,263590,57654,16,56600,BUDGET,High Mileage
2015-07-09T08:00:00Z,2015,Jul,Infiniti,G Sedan,44000,9500,19943.212350,29871.343400,128470,1,7417,147918806,BUDGET,High Mileage
2015-07-07T14:00:00Z,2015,Jul,smart,fortwo,11000,1600,6247.594937,28863.944304,114995,1,395,2467800,BUDGET,High Mileage
2015-07-07T10:10:00Z,2015,Jul,Chevrolet,Traverse,40100,2500,16484.799702,59758.508449,245802,1,2012,33167417,BUDGET,High Mileage
2015-07-09T06:00:00Z,2015,Jul,Cadillac,SRX,41200,650,20017.168530,52862.126198,200726,7,1252,25061495,BUDGET,High Mileage
2015-07-08T06:00:00Z,2015,Jul,Nissan,Titan,33400,550,13235.492519,91460.206983,312786,1,802,10614865,BUDGET,High Mileage
2015-06-18T11:30:00Z,2015,Jun,Saturn,L-Series,4100,175,1157.329843,131399.366492,246032,1,191,221050,BUDGET,High Mileage
2015-06-30T08:00:00Z,2015,Jun,Chevrolet,Blazer,5000,200,1081.838906,155284.216463,324848,1,329,355925,BUDGET,High Mileage
2015-06-24T03:00:00Z,2015,Jun,MINI,Cooper Countryman,33750,8000,19068.273092,29195.010040,133848,504,498,9496000,BUDGET,High Mileage
2015-06-12T02:00:00Z,2015,Jun,Volkswagen,Golf R,30100,20600,25606.818182,28129.681818,63990,3438,22,563350,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,Buick,Lucerne,16800,800,6521.391129,95540.250000,245778,1,496,3234610,BUDGET,High Mileage
2015-07-09T05:50:00Z,2015,Jul,Land Rover,Freelander,6200,350,1911.000000,99087.000000,218184,36474,50,95550,BUDGET,High Mileage
2015-07-09T09:00:00Z,2015,Jul,GMC,Sierra 2500HD,58250,1500,25616.887417,92276.547461,382600,1,453,11604450,BUDGET,High Mileage
2015-06-18T10:00:00Z,2015,Jun,Suzuki,Forenza,4000,300,1524.163180,103099.096234,238892,1,239,364275,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Lexus,LX 570,81000,1400,53710.743802,51424.925620,159601,1243,121,6499000,BUDGET,High Mileage
2015-06-18T10:00:00Z,2015,Jun,Chevrolet,Lumina,1800,200,692.129630,143808.629630,368160,53847,54,37375,BUDGET,High Mileage
2015-06-16T03:30:00Z,2015,Jun,Pontiac,Firebird,20300,300,3613.793103,122998.293103,323380,1,58,209600,BUDGET,High Mileage
2015-07-01T11:40:00Z,2015,Jul,Volkswagen,Touareg 2,24600,3000,11071.951220,90341.560976,193723,33191,41,453950,BUDGET,High Mileage
2015-06-16T05:50:00Z,2015,Jun,Ford,E-150,2200,400,960.000000,183069.400000,238131,139681,5,4800,BUDGET,High Mileage
2015-06-18T09:20:00Z,2015,Jun,Chevrolet,Tracker,4100,300,1775.000000,131643.101449,227189,50425,69,122475,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Cadillac,CTS-V,41750,6600,24875.609756,67056.243902,140963,7704,41,1019900,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Audi,RS 5,65500,51000,57750.000000,19701.066667,42430,3012,15,866250,BUDGET,Medium Mileage
2015-06-17T02:30:00Z,2015,Jun,Infiniti,G37 Convertible,26200,13500,20177.500000,42446.700000,142296,2864,20,403550,BUDGET,High Mileage
2015-05-14T05:30:00Z,2015,May,Volvo,960,1000,300,496.428571,203348.571429,370178,165271,7,3475,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Maserati,Ghibli,67000,53500,58873.684211,7686.789474,15444,76,19,1118600,BUDGET,Low Mileage
2015-06-16T10:30:00Z,2015,Jun,Lexus,SC 400,6600,200,2350.000000,117579.133333,204843,1,15,35250,BUDGET,High Mileage
2015-06-16T02:30:00Z,2015,Jun,Volkswagen,Golf GTI,23750,16600,20956.250000,9121.500000,14760,5279,8,167650,BUDGET,Low Mileage
2015-07-07T09:30:00Z,2015,Jul,Chevrolet,Colorado,34500,250,8908.640836,99778.858374,338364,1,813,7242725,BUDGET,High Mileage
2015-07-07T14:00:00Z,2015,Jul,Chrysler,Pacifica,8900,300,3901.310044,116828.799127,222635,41486,229,893400,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,land rover,lr3,17500,3700,8502.702703,111701.297297,193650,41770,37,314600,BUDGET,High Mileage
2015-06-05T02:00:00Z,2015,Jun,Infiniti,G37 Coupe,19400,10900,15529.166667,54002.416667,94435,30666,12,186350,BUDGET,High Mileage
2015-03-03T02:30:00Z,2015,Mar,Mercury,Tracer,400,250,312.500000,148000.500000,227223,82909,4,1250,BUDGET,High Mileage
2015-06-03T07:00:00Z,2015,Jun,Mercedes-Benz,190-Class,975,400,708.333333,161350.666667,178514,152374,3,2125,BUDGET,High Mileage
2015-06-16T05:30:00Z,2015,Jun,Oldsmobile,Eighty-Eight,1900,250,861.538462,147346.230769,327230,57069,13,11200,BUDGET,High Mileage
2015-05-28T02:40:00Z,2015,May,Cadillac,STS-V,18000,11000,14591.666667,81914.333333,112109,42762,6,87550,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Volkswagen,Phaeton,10600,4000,6490.000000,97235.000000,147532,57446,10,64900,BUDGET,High Mileage
2015-01-14T02:00:00Z,2015,Jan,bmw,750i,45750,7800,21278.333333,73999.633333,134839,15452,30,638350,BUDGET,High Mileage
2015-01-15T02:00:00Z,2015,Jan,ford,explorer,7100,100,2269.791667,150758.222222,256860,84017,72,163425,BUDGET,High Mileage
2015-06-16T03:00:00Z,2015,Jun,Volvo,S90,1700,200,678.571429,175385.571429,300599,81633,7,4750,BUDGET,High Mileage
2015-02-13T01:30:00Z,2015,Feb,Plymouth,Breeze,700,300,580.000000,91867.600000,144553,1,5,2900,BUDGET,High Mileage
2015-06-02T05:30:00Z,2015,Jun,Chevrolet,Spark EV,12000,11000,11500.000000,14128.500000,21263,6994,2,23000,BUDGET,Medium Mileage
2015-05-21T02:30:00Z,2015,May,GMC,Sierra 2500,11000,1600,6000.000000,151757.750000,239172,90857,4,24000,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,landrover,range,20000,10500,15250.000000,95596.777778,135262,61330,9,137250,BUDGET,High Mileage
2015-01-14T01:00:00Z,2015,Jan,ford,windstar,1600,325,630.000000,157169.350000,274006,95956,20,12600,BUDGET,High Mileage
2015-01-15T01:00:00Z,2015,Jan,ford,crown,4100,400,2000.000000,146626.200000,210433,85877,5,10000,BUDGET,High Mileage
2015-02-24T10:00:00Z,2015,Feb,Dodge,Ram Cargo,4100,400,1328.571429,151565.428571,266028,68276,7,9300,BUDGET,High Mileage
2015-01-21T02:15:00Z,2015,Jan,Suzuki,Equator,14900,14800,14850.000000,23034.500000,27645,18424,2,29700,BUDGET,Medium Mileage
2015-01-14T02:20:00Z,2015,Jan,chrysler,crossfire,5100,4300,4700.000000,62767.000000,71466,54068,2,9400,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Bentley,Continental Flying Spur Speed,106500,105000,105750.000000,10541.000000,15385,5697,2,211500,MID_RANGE,Low Mileage
2015-05-28T08:30:00Z,2015,May,Mercury,Mystique,1400,500,950.000000,132506.500000,144717,120296,2,1900,BUDGET,High Mileage
2014-12-23T10:00:00Z,2014,Dec,chrysler,voyager,1900,350,762.500000,159580.500000,219333,111173,4,3050,BUDGET,High Mileage
2015-01-08T04:00:00Z,2015,Jan,chevrolet,equinox,11000,11000,11000.000000,74922.000000,74922,74922,1,11000,BUDGET,High Mileage
2015-05-06T04:00:00Z,2015,May,Toyota,Paseo,150,150,150.000000,338382.000000,338382,338382,1,150,BUDGET,High Mileage
2015-01-12T09:30:00Z,2015,Jan,pontiac,g6,7500,5900,6600.000000,92764.000000,114587,75965,4,26400,BUDGET,High Mileage
2015-01-14T02:15:00Z,2015,Jan,gmc,sr,14000,2950,9705.555556,135901.666667,198358,83224,9,87350,BUDGET,High Mileage
2015-01-14T02:15:00Z,2015,Jan,chevrolet,uplandr,900,900,900.000000,198183.000000,198183,198183,1,900,BUDGET,High Mileage
2015-01-13T09:15:00Z,2015,Jan,chevrolet,g2500,1900,550,1225.000000,210352.000000,215423,205281,2,2450,BUDGET,High Mileage
2015-05-21T02:35:00Z,2015,May,Mercedes-Benz,SLS AMG GT,156500,156500,156500.000000,15019.000000,15019,15019,1,156500,MID_RANGE,Low Mileage
2014-12-18T16:10:00Z,2014,Dec,landrover,discovery,5700,2200,3950.000000,88617.000000,94300,82934,2,7900,BUDGET,High Mileage
2015-01-14T02:00:00Z,2015,Jan,bmw,1,54400,54400,54400.000000,19205.000000,19205,19205,1,54400,BUDGET,Low Mileage
2015-01-08T11:00:00Z,2015,Jan,hyundai,santa,9800,400,2293.750000,164417.125000,280993,60114,16,36700,BUDGET,High Mileage
2014-12-18T12:30:00Z,2014,Dec,airstream,interstate,71000,71000,71000.000000,51971.000000,51971,51971,1,71000,BUDGET,Medium Mileage
2014-12-23T11:00:00Z,2014,Dec,dot,durango,500,500,500.000000,191734.000000,191734,191734,1,500,BUDGET,High Mileage
2015-01-08T11:30:00Z,2015,Jan,volkswagen,golf,3800,3800,3800.000000,154005.000000,154005,154005,1,3800,BUDGET,High Mileage
2015-01-13T10:00:00Z,2015,Jan,pontiac,montana,4500,300,1570.000000,176408.600000,197622,129910,5,7850,BUDGET,High Mileage
2014-12-18T10:00:00Z,2014,Dec,Daewoo,Leganza,300,300,300.000000,94603.000000,94603,94603,1,300,BUDGET,High Mileage
2014-12-23T10:10:00Z,2014,Dec,chevrolet,cobalt,2700,1800,2250.000000,125978.000000,131557,120399,2,4500,BUDGET,High Mileage
2015-01-12T09:00:00Z,2015,Jan,chevrolet,s10,3100,500,1773.076923,153295.076923,255799,79048,13,23050,BUDGET,High Mileage
2015-01-13T10:00:00Z,2015,Jan,smart,42c,2000,2000,2000.000000,68288.000000,68288,68288,1,2000,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Nissan,Altima,37200,100,11421.055765,49862.091736,999999,1,19349,220986008,BUDGET,High Mileage
2015-06-24T05:15:00Z,2015,Jun,Subaru,Impreza,32500,250,13310.772298,60013.964323,279837,1,953,12685166,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,BMW,5 Series,79000,225,21220.044343,67939.556807,322983,1,4172,88530025,BUDGET,High Mileage
2015-06-16T12:05:00Z,2015,Jun,GMC,Jimmy,2400,250,941.071429,146432.119048,222877,1,42,39525,BUDGET,High Mileage
2015-07-09T08:00:00Z,2015,Jul,Ford,Explorer,52750,200,18209.510056,70740.560991,980113,1,7707,140340694,BUDGET,High Mileage
2015-07-09T06:00:00Z,2015,Jul,Ford,Taurus,45000,100,10995.780813,74905.156593,999999,1,4649,51119385,BUDGET,High Mileage
2015-06-18T03:00:00Z,2015,Jun,Lincoln,Town Car,22200,300,4423.508523,123024.764205,462759,1,352,1557075,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Cadillac,DeVille,7500,200,1764.029968,116127.061514,307714,1,634,1118395,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Jeep,Compass,30000,1000,12128.710623,47918.017582,243630,1,1365,16555690,BUDGET,High Mileage
2015-01-13T13:30:00Z,2015,Jan,lincoln,mkt,33700,17600,28875.000000,22346.500000,74874,15347,18,519750,BUDGET,High Mileage
2015-07-09T08:00:00Z,2015,Jul,Chevrolet,Sonic,53000,1100,9139.549075,34557.542905,111873,1,1783,16295816,BUDGET,High Mileage
2015-06-19T05:00:00Z,2015,Jun,Buick,Encore,26700,15200,18799.483871,22026.881720,66083,58,93,1748352,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Mazda,CX-9,30900,4500,17542.071006,51120.435503,205276,1309,845,14823050,BUDGET,High Mileage
2015-07-08T10:30:00Z,2015,Jul,Nissan,Rogue,26500,275,13812.459295,43057.913401,999999,442,5589,77197835,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Scion,iQ,11700,6000,8888.114754,22562.696721,83924,2753,122,1084350,BUDGET,High Mileage
2015-07-09T07:30:00Z,2015,Jul,Mercedes-Benz,GL-Class,90500,1700,29637.709708,67888.290292,195438,1,1061,31445610,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Audi,A7,59000,32700,42101.503759,34198.466165,73377,2731,133,5599500,BUDGET,High Mileage
2015-07-07T06:15:00Z,2015,Jul,Cadillac,CTS,46600,400,10766.975698,83448.104447,281238,1,1934,20823331,BUDGET,High Mileage
2015-07-08T09:30:00Z,2015,Jul,Subaru,Forester,30200,450,17138.993711,47949.422432,250524,1,954,16350600,BUDGET,High Mileage
2015-07-10T06:00:00Z,2015,Jul,BMW,3 Series,79000,100,16809.633106,65337.713189,294728,1,8204,137906230,BUDGET,High Mileage
2015-07-07T06:30:00Z,2015,Jul,Infiniti,QX,53000,27500,40571.592417,47721.037915,105652,7546,211,8560606,BUDGET,High Mileage
2015-07-03T06:00:00Z,2015,Jul,Buick,Regal,37400,200,11217.688963,57191.983221,999999,1,598,6708178,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Dodge,Nitro,18000,2100,8806.885246,91296.621311,225625,5142,610,5372200,BUDGET,High Mileage
2015-07-02T08:00:00Z,2015,Jul,Mercedes-Benz,Sprinter,84000,10600,26102.068493,76082.000000,274245,23,73,1905451,BUDGET,High Mileage
2015-07-02T07:30:00Z,2015,Jul,BMW,5 Series Gran Turismo,56750,17400,35146.446078,32864.784314,113482,1169,204,7169875,BUDGET,High Mileage
2015-07-07T12:00:00Z,2015,Jul,Hyundai,Veracruz,21400,3000,11462.019231,81368.544872,232228,4043,156,1788075,BUDGET,High Mileage
2015-06-10T02:30:00Z,2015,Jun,Lincoln,Navigator L,19000,6500,12971.739130,116872.478261,218574,70368,23,298350,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volkswagen,Eos,27800,2000,11624.736842,61866.900000,173806,6929,190,2208700,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volvo,S80,27400,200,5973.476703,109431.096774,249756,1,279,1666600,BUDGET,High Mileage
2015-07-09T07:00:00Z,2015,Jul,Lexus,LS 430,19600,2200,8988.082902,135863.357513,317847,25464,386,3469400,BUDGET,High Mileage
2015-06-25T03:00:00Z,2015,Jun,Ford,Windstar,4000,225,1007.311321,147852.146919,999999,1,212,213550,BUDGET,High Mileage
2015-06-18T07:00:00Z,2015,Jun,Jaguar,S-Type,10600,300,2907.708333,104144.050000,193213,1,240,697850,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Mazda,Tribute,35000,300,3225.728155,132940.048544,999999,1,309,996750,BUDGET,High Mileage
2015-06-16T03:00:00Z,2015,Jun,Mercury,Cougar,2500,225,788.157895,127804.131579,204197,1,38,29950,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Toyota,Land Cruiser,64000,300,22075.462963,136594.435185,312307,1,108,2384150,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Volvo,S40,14300,200,3838.636364,117205.022727,999999,1,396,1520100,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Chevrolet,Monte Carlo,20000,225,2537.311558,126975.781407,298899,1,398,1009850,BUDGET,High Mileage
2015-06-19T02:15:00Z,2015,Jun,Honda,Element,19400,1350,6759.318182,128363.788961,279214,1,308,2081870,BUDGET,High Mileage
2015-06-19T02:15:00Z,2015,Jun,Subaru,Impreza WRX,34750,18400,26016.203704,20625.129630,74394,2681,108,2809750,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Infiniti,EX,28400,15400,22375.517241,38530.358621,97906,9390,145,3244450,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Infiniti,Q60 Coupe,38200,25200,29661.111111,14068.277778,28183,1713,36,1067800,BUDGET,Medium Mileage
2015-06-18T04:00:00Z,2015,Jun,Pontiac,Montana,4400,100,1575.312500,140764.481013,237687,39375,80,126025,BUDGET,High Mileage
2015-06-19T05:00:00Z,2015,Jun,Audi,S7,75400,53750,67468.750000,16439.625000,26175,2426,8,539750,BUDGET,Medium Mileage
2015-06-10T02:40:00Z,2015,Jun,Volkswagen,Jetta Hybrid,20000,12400,15761.363636,23040.681818,60139,9233,22,346750,BUDGET,High Mileage
2015-06-11T04:00:00Z,2015,Jun,Cadillac,ELR,45250,35250,40620.000000,9431.400000,19887,4436,5,203100,BUDGET,Low Mileage
2015-07-08T08:45:00Z,2015,Jul,Acura,TL,30750,300,11890.667447,93238.537705,495757,1,2135,25386575,BUDGET,High Mileage
2015-01-14T06:30:00Z,2015,Jan,nissan,quest,1200,300,577.272727,174836.545455,257381,78379,11,6350,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Hyundai,Elantra,30200,100,10058.780546,43454.861226,999999,1,6262,62978025,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Land Rover,Range Rover Evoque,57900,22000,35891.390728,27664.701987,79291,2071,151,5419600,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Ford,Ranger,26700,200,7971.509995,93912.572663,406777,1,1851,14755265,BUDGET,High Mileage
2015-07-08T11:00:00Z,2015,Jul,GMC,Yukon XL,65000,350,17051.392235,110026.294770,580956,1,1262,21518857,BUDGET,High Mileage
2015-06-19T02:25:00Z,2015,Jun,Dodge,Caravan,5500,225,1876.431718,126690.898230,264621,1,227,425950,BUDGET,High Mileage
2015-01-15T02:00:00Z,2015,Jan,cadillac,srx,11000,1000,4942.763158,117162.000000,227425,52628,76,375650,BUDGET,High Mileage
2015-06-18T04:30:00Z,2015,Jun,Toyota,ECHO,4500,150,2060.000000,150383.850000,261371,1,60,123600,BUDGET,High Mileage
2015-06-17T04:30:00Z,2015,Jun,GMC,Sonoma,9200,475,3323.181818,128855.054545,294189,55773,55,182775,BUDGET,High Mileage
2015-01-14T11:00:00Z,2015,Jan,dodge,grand,24800,300,4016.393443,127317.377049,301360,1,61,245000,BUDGET,High Mileage
2015-06-02T10:30:00Z,2015,Jun,Geo,Prizm,1600,150,536.111111,176637.611111,291755,82009,18,9650,BUDGET,High Mileage
2015-07-02T07:30:00Z,2015,Jul,Ford,Focus ST,23400,5000,18425.000000,21400.171875,59748,618,64,1179200,BUDGET,Medium Mileage
2015-07-08T09:30:00Z,2015,Jul,Mercedes-Benz,SLK-Class,46000,1000,19180.529595,54763.320872,205751,2546,321,6156950,BUDGET,High Mileage
2015-07-03T06:00:00Z,2015,Jul,Porsche,Panamera,108000,34250,55730.410448,33519.884328,102594,1068,268,14935750,MID_RANGE,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Suzuki,Grand Vitara,13700,300,5692.654639,86691.603093,337455,1,194,1104375,BUDGET,High Mileage
2015-06-18T10:00:00Z,2015,Jun,Ford,Excursion,28750,600,7943.014706,152588.588235,291932,58599,136,1080250,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Chrysler,Aspen,17000,1600,8714.035088,110939.280702,366136,10462,228,1986800,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Audi,,28000,25000,26808.333333,6134.583333,9070,721,12,321700,BUDGET,Low Mileage
2015-07-03T06:00:00Z,2015,Jul,Infiniti,M35,19800,2500,9949.805447,110042.038911,218038,34058,257,2557100,BUDGET,High Mileage
2015-06-19T02:30:00Z,2015,Jun,Lexus,GS 430,14400,1300,7210.416667,140159.041667,241051,68885,48,346100,BUDGET,High Mileage
2015-07-08T07:30:00Z,2015,Jul,Infiniti,M,37800,16100,25143.514477,37943.888641,108941,263,898,22578876,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Pontiac,G5,7100,750,3479.347826,99742.963768,182194,21492,138,480150,BUDGET,High Mileage
2015-06-18T09:00:00Z,2015,Jun,Suzuki,SX4,10900,500,5081.405694,64364.124555,207159,1,281,1427875,BUDGET,High Mileage
2015-06-24T03:30:00Z,2015,Jun,Pontiac,G8,30000,3400,12613.636364,85526.254545,231379,27672,110,1387500,BUDGET,High Mileage
2015-06-17T04:30:00Z,2015,Jun,Nissan,200SX,2100,300,818.750000,168305.083333,264407,83923,12,9825,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Cadillac,Catera,2800,200,976.724138,97070.482759,156113,14806,29,28325,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Toyota,Prius v,23300,6400,16969.417476,38066.893204,369530,771,103,1747850,BUDGET,High Mileage
2015-06-17T03:30:00Z,2015,Jun,Mazda,6,16200,1000,9298.214286,58904.714286,160770,20459,28,260350,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Suzuki,XL-7,5600,350,2054.113924,133350.886076,216478,1,79,162275,BUDGET,High Mileage
2015-06-16T03:00:00Z,2015,Jun,Oldsmobile,Intrigue,5000,250,860.377358,139025.415094,230251,1,53,45600,BUDGET,High Mileage
2015-06-15T02:00:00Z,2015,Jun,Honda,accord,6200,1000,4054.347826,141621.869565,220171,1,23,93250,BUDGET,High Mileage
2015-06-16T06:01:00Z,2015,Jun,Oldsmobile,Silhouette,2300,300,1051.875000,140760.550000,302896,1,40,42075,BUDGET,High Mileage
2015-06-18T03:30:00Z,2015,Jun,Chevrolet,SSR,25400,11000,18127.777778,54625.518519,133220,3181,27,489450,BUDGET,High Mileage
2015-07-08T09:30:00Z,2015,Jul,Kia,Sportage,23600,225,12755.231209,51373.752451,277492,1,1224,15612403,BUDGET,High Mileage
2015-07-07T06:15:00Z,2015,Jul,Honda,Odyssey,36250,250,12147.106857,94225.177193,349516,1,3500,42514874,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Hyundai,Elantra Coupe,17300,2500,12256.796117,32261.320388,999999,721,103,1262450,BUDGET,High Mileage
2015-07-03T06:00:00Z,2015,Jul,Hyundai,Genesis,47400,2200,17978.092018,43246.184035,133599,1,902,16216239,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,toyota,tundra,26000,7700,13691.842105,113345.736842,213278,36586,38,520290,BUDGET,High Mileage
2015-06-18T11:30:00Z,2015,Jun,Lincoln,LS,7500,200,1823.623853,125681.183486,232898,1,218,397550,BUDGET,High Mileage
2015-07-07T06:25:00Z,2015,Jul,Buick,Rainier,7300,900,3488.888889,123474.355556,209255,56738,90,314000,BUDGET,High Mileage
2015-07-07T09:30:00Z,2015,Jul,BMW,M3,66500,2200,30413.885522,57562.323232,235350,4750,297,9032924,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,BMW,4 Series,84500,30000,42356.996587,7530.409556,54158,554,293,12410600,BUDGET,Medium Mileage
2015-06-16T02:30:00Z,2015,Jun,Oldsmobile,Cutlass,1450,300,632.142857,118102.142857,235445,1,14,8850,BUDGET,High Mileage
2015-06-18T05:00:00Z,2015,Jun,Audi,S8,87000,5100,44476.315789,56481.421053,120474,5276,19,845050,BUDGET,High Mileage
2015-06-19T02:00:00Z,2015,Jun,Lincoln,MKZ Hybrid,16600,6800,13045.454545,56995.818182,124187,24794,11,143500,BUDGET,High Mileage
2015-07-01T07:30:00Z,2015,Jul,Saturn,VUE,10800,250,3411.649061,120497.764085,999999,1,852,2906725,BUDGET,High Mileage
2015-07-09T06:30:00Z,2015,Jul,Dodge,Ram Pickup 2500,41750,1100,15587.772277,132257.972277,500227,1,505,7871825,BUDGET,High Mileage
2015-06-18T05:30:00Z,2015,Jun,Acura,TSX Sport Wagon,25300,15000,18691.666667,36304.277778,90273,6536,36,672900,BUDGET,High Mileage
2015-07-01T09:30:00Z,2015,Jul,mitsubishi,galant,9800,1650,7552.000000,65117.290000,206944,29941,100,755200,BUDGET,High Mileage
2015-01-14T01:30:00Z,2015,Jan,dodge,caravan,7800,250,1564.285714,149662.222222,313082,73449,28,43800,BUDGET,High Mileage
2015-03-05T02:00:00Z,2015,Mar,Mazda,B-Series Pickup,2300,300,1211.111111,139126.000000,197967,92348,9,10900,BUDGET,High Mileage
2015-06-18T08:30:00Z,2015,Jun,Oldsmobile,Cutlass Supreme,700,300,434.090909,149229.181818,267734,1,11,4775,BUDGET,High Mileage
2015-06-04T05:00:00Z,2015,Jun,Audi,TTS,41500,22000,35291.666667,19462.500000,62661,3996,6,211750,BUDGET,High Mileage
2015-06-11T03:00:00Z,2015,Jun,Honda,Accord Hybrid,27000,24200,25575.000000,12945.800000,24530,1206,10,255750,BUDGET,Medium Mileage
2015-06-18T02:30:00Z,2015,Jun,Mercedes-Benz,SLS AMG,126250,104000,116016.666667,12369.000000,22128,5690,3,348050,MID_RANGE,Medium Mileage
2015-06-18T02:30:00Z,2015,Jun,GMC,Sierra 1500HD,13300,4000,8533.333333,156858.500000,210959,110611,6,51200,BUDGET,High Mileage
2015-01-14T04:30:00Z,2015,Jan,mercedes,c240w,5500,1900,4040.000000,116187.000000,189394,84799,5,20200,BUDGET,High Mileage
2015-01-14T03:30:00Z,2015,Jan,mitsubishi,endeavor,11200,7000,9492.307692,67759.076923,88627,40743,13,123400,BUDGET,High Mileage
2015-01-13T12:00:00Z,2015,Jan,plymouth,voyager,700,300,475.000000,184436.666667,238356,125381,3,1425,BUDGET,High Mileage
2015-06-09T02:30:00Z,2015,Jun,Ford,Windstar Cargo,350,250,281.250000,278807.750000,317924,229538,4,1125,BUDGET,High Mileage
